album_sheet,number,excel_row,registry_name,doc_number,organization,original_status,found_name,folder,drive_url,original_note,final_status,placeholder,final_note,album_page_start,album_page_end,component_files,sources,archive_candidates
керамогранит,22,27,Сертификат соответствия на керамический гранит,№ РОСС С-RU.НК02.В.00016/24 с 15.08.2024 г. по 14.08.2029 г.,"ООО ""Ногинский комбинат строительных материалов""",НАЙДЕНО В DRIVE / НЕ ВЫГРУЖЕНО В PDF,Сертификат соотв на керамогранит_0001624-_-NKSI.pdf,Керамическая плитка,https://drive.google.com/file/d/1jEfIVOAjYz2IYj1gdju53UQOuOVULWGb/view?usp=drivesdk,,НАЙДЕНО И ПОДШИТО,False,,25,40,022__Сертификат соотв на керамогранит_0001624-_-NKSI.pdf,"[{""path"": ""/home/runner/work/Graf/Graf/.work_sh550/downloads/1jEfIVOAjYz2IYj1gdju53UQOuOVULWGb_Сертификат соотв на керамогранит_0001624-_-NKSI.pdf"", ""label"": ""Сертификат соотв на керамогранит_0001624-_-NKSI.pdf"", ""pages"": [], ""drive_id"": ""1jEfIVOAjYz2IYj1gdju53UQOuOVULWGb"", ""sha256"": ""2af05ad2995e29afc3cb5779d0f2df08213ce070c664a6077e00e24f79b6584d"", ""page_count"": 16}]",
керамогранит,23,28,Экспертное заключение о соответствии санитарно-эпидемиологическим требованиям,№ 893-6 от 26.03.2019 г.,"ООО ""Ногинский комбинат строительных материалов""",НАЙДЕНО В DRIVE / НЕ ВЫГРУЖЕНО В PDF,Экспертное заключение на керамогранит.pdf,Керамическая плитка,https://drive.google.com/file/d/17heoVeztbD_AZn-v6yJb6plg3ngJ6Gds/view?usp=drivesdk,,НАЙДЕНО И ПОДШИТО,False,,41,42,023__Экспертное заключение на керамогранит.pdf,"[{""path"": ""/home/runner/work/Graf/Graf/.work_sh550/downloads/17heoVeztbD_AZn-v6yJb6plg3ngJ6Gds_Экспертное заключение на керамогранит.pdf"", ""label"": ""Экспертное заключение на керамогранит.pdf"", ""pages"": [], ""drive_id"": ""17heoVeztbD_AZn-v6yJb6plg3ngJ6Gds"", ""sha256"": ""bbfba57651365583444a539929bf57121faf8a9087d6eafbb68d37bacfa78863"", ""page_count"": 2}]",
керамогранит,24,29,Исполнительная схема монтажа керамогранита НВФ в/о 1/Т-Е,,"ООО ""ОСВ-Строй""",НАЙДЕНО В DRIVE / НЕ ВЫГРУЖЕНО В PDF,ИС керамогранита на фасаде в_о 1_Е-Т.pdf,Анохин / Фасад в осях 1_Е-Т,https://drive.google.com/file/d/1f3HLSKNYSc_Sw99fOkhwKbDCb8zGZAlg/view?usp=drivesdk,,НАЙДЕНО И ПОДШИТО,False,,43,43,024__ИС керамогранита на фасаде в_о 1_Е-Т.pdf,"[{""path"": ""/home/runner/work/Graf/Graf/.work_sh550/downloads/1f3HLSKNYSc_Sw99fOkhwKbDCb8zGZAlg_ИС керамогранита на фасаде в_о 1_Е-Т.pdf"", ""label"": ""ИС керамогранита на фасаде в_о 1_Е-Т.pdf"", ""pages"": [], ""drive_id"": ""1f3HLSKNYSc_Sw99fOkhwKbDCb8zGZAlg"", ""sha256"": ""8802f3e81f70a46ed6ef4db189ede2c51e53f1e35f2459356f852493e3fae325"", ""page_count"": 1}]",
керамогранит,25,30,Исполнительная схема монтажа керамогранита НВФ в/о 1/Т-Е. Узлы,,"ООО ""ОСВ-Строй""",НАЙДЕНО В DRIVE / НЕ ВЫГРУЖЕНО В PDF,ИС керамогранита на фасаде в_о 1_Е-Т. Узлы.pdf,Анохин / Фасад в осях 1_Е-Т,https://drive.google.com/file/d/1QzTNJe9LVVKw2eQYMzQaHMv4XS7uvRAo/view?usp=drivesdk,,НАЙДЕНО И ПОДШИТО,False,,44,44,025__ИС керамогранита на фасаде в_о 1_Е-Т. Узлы.pdf,"[{""path"": ""/home/runner/work/Graf/Graf/.work_sh550/downloads/1QzTNJe9LVVKw2eQYMzQaHMv4XS7uvRAo_ИС керамогранита на фасаде в_о 1_Е-Т. Узлы.pdf"", ""label"": ""ИС керамогранита на фасаде в_о 1_Е-Т. Узлы.pdf"", ""pages"": [], ""drive_id"": ""1QzTNJe9LVVKw2eQYMzQaHMv4XS7uvRAo"", ""sha256"": ""40a4adde23962f54102b28911778feaa2aaa2b4ffaf6c62e7f48f9772c2cb813"", ""page_count"": 1}]",
керамогранит,26,31,Исполнительная схема цветового решения НВФ в/о 1/Т-Е,,"ООО ""ОСВ-Строй""",НАЙДЕНО В DRIVE / НЕ ВЫГРУЖЕНО В PDF,ИС цветового решения керамогранита на фасаде в_о 1_Е-Т.pdf,Анохин / Фасад в осях 1_Е-Т,https://drive.google.com/file/d/1NelA8VgyqzhJJ3zhyeZbly_KLLcnrwZS/view?usp=drivesdk,,НАЙДЕНО И ПОДШИТО,False,,45,45,026__ИС цветового решения керамогранита на фасаде в_о 1_Е-Т.pdf,"[{""path"": ""/home/runner/work/Graf/Graf/.work_sh550/downloads/1NelA8VgyqzhJJ3zhyeZbly_KLLcnrwZS_ИС цветового решения керамогранита на фасаде в_о 1_Е-Т.pdf"", ""label"": ""ИС цветового решения керамогранита на фасаде в_о 1_Е-Т.pdf"", ""pages"": [], ""drive_id"": ""1NelA8VgyqzhJJ3zhyeZbly_KLLcnrwZS"", ""sha256"": ""f4179f44572ca7865f376e775032b06dea61ac96b0da58d4e3b7dcca2cefd6c0"", ""page_count"": 1}]",
керамогранит,27,32,Исполнительная схема монтажа керамогранита НВФ в/о 1-7/Е-Ж,,"ООО ""ОСВ-Строй""",НАЙДЕНО В DRIVE / НЕ ВЫГРУЖЕНО В PDF,ИС керамогранита на фасаде в_о 1-7_Е-Ж.pdf,Анохин / Фасад в осях 1-7_Е-Ж,https://drive.google.com/file/d/1d9zwwVOg7GbK1-iGTMSFxhm35CqfIFWy/view?usp=drivesdk,,НАЙДЕНО И ПОДШИТО,False,,46,46,027__ИС керамогранита на фасаде в_о 1-7_Е-Ж.pdf,"[{""path"": ""/home/runner/work/Graf/Graf/.work_sh550/downloads/1d9zwwVOg7GbK1-iGTMSFxhm35CqfIFWy_ИС керамогранита на фасаде в_о 1-7_Е-Ж.pdf"", ""label"": ""ИС керамогранита на фасаде в_о 1-7_Е-Ж.pdf"", ""pages"": [], ""drive_id"": ""1d9zwwVOg7GbK1-iGTMSFxhm35CqfIFWy"", ""sha256"": ""0cc74f92a6635ecdd31adc258139cbafd06e3a9a8ab2c33500579b4654ef44eb"", ""page_count"": 1}]",
керамогранит,28,33,Исполнительная схема монтажа керамогранита НВФ в/о 1-7/Е-Ж. Узлы,,"ООО ""ОСВ-Строй""",НАЙДЕНО В DRIVE / НЕ ВЫГРУЖЕНО В PDF,ИС керамогранита на фасаде в_о 1-7_Е-Ж. Узлы.pdf,Анохин / Фасад в осях 1-7_Е-Ж,https://drive.google.com/file/d/1qpf7ix4wU9VT1qyaUFTgPXDXqIyBegGg/view?usp=drivesdk,,НАЙДЕНО И ПОДШИТО,False,,47,47,028__ИС керамогранита на фасаде в_о 1-7_Е-Ж. Узлы.pdf,"[{""path"": ""/home/runner/work/Graf/Graf/.work_sh550/downloads/1qpf7ix4wU9VT1qyaUFTgPXDXqIyBegGg_ИС керамогранита на фасаде в_о 1-7_Е-Ж. Узлы.pdf"", ""label"": ""ИС керамогранита на фасаде в_о 1-7_Е-Ж. Узлы.pdf"", ""pages"": [], ""drive_id"": ""1qpf7ix4wU9VT1qyaUFTgPXDXqIyBegGg"", ""sha256"": ""395f0785bd0bf1c3abcfaaa653f086423b0e2f58352aac71ecabd5e1e3f82603"", ""page_count"": 1}]",
керамогранит,29,34,Исполнительная схема цветового решения НВФ в/о 1-7/Е-Ж,,"ООО ""ОСВ-Строй""",НАЙДЕНО В DRIVE / НЕ ВЫГРУЖЕНО В PDF,ИС цветовое решение фасада в_о 1-7_Е-Ж.pdf,Анохин / Фасад в осях 1-7_Е-Ж,https://drive.google.com/file/d/1BDcLF5EwjQVcqOP7J2oMMt66VT3mGvQ5/view?usp=drivesdk,,НАЙДЕНО И ПОДШИТО,False,,48,48,029__ИС цветовое решение фасада в_о 1-7_Е-Ж.pdf,"[{""path"": ""/home/runner/work/Graf/Graf/.work_sh550/downloads/1BDcLF5EwjQVcqOP7J2oMMt66VT3mGvQ5_ИС цветовое решение фасада в_о 1-7_Е-Ж.pdf"", ""label"": ""ИС цветовое решение фасада в_о 1-7_Е-Ж.pdf"", ""pages"": [], ""drive_id"": ""1BDcLF5EwjQVcqOP7J2oMMt66VT3mGvQ5"", ""sha256"": ""9a957f0e3dec6136f93467162b352fe9598240036c74881e14fe5693b150f87e"", ""page_count"": 1}]",
керамогранит,30,35,Исполнительная схема монтажа керамогранита НВФ в/о 17-1/Т (лист 27),,"ООО ""ОСВ-Строй""",НАЙДЕНО В DRIVE / НЕ ВЫГРУЖЕНО В PDF,ИС керамогранита фасад в_о 17-1_Т лист 1.pdf,Анохин / Фасад в осях 17-1_Т,https://drive.google.com/file/d/1t8573dFNI9RSnNdUAbfP4M5AKmdMjx4M/view?usp=drivesdk,,НАЙДЕНО И ПОДШИТО,False,,49,49,030__ИС керамогранита фасад в_о 17-1_Т лист 1.pdf,"[{""path"": ""/home/runner/work/Graf/Graf/.work_sh550/downloads/1t8573dFNI9RSnNdUAbfP4M5AKmdMjx4M_ИС керамогранита фасад в_о 17-1_Т лист 1.pdf"", ""label"": ""ИС керамогранита фасад в_о 17-1_Т лист 1.pdf"", ""pages"": [], ""drive_id"": ""1t8573dFNI9RSnNdUAbfP4M5AKmdMjx4M"", ""sha256"": ""93475458cf2166745c23fca360fdf19714b600e83fa6c27d58bd65e06d11b1b8"", ""page_count"": 1}]",
керамогранит,31,36,Исполнительная схема монтажа керамогранита НВФ в/о 17-1/Т (лист 28),,"ООО ""ОСВ-Строй""",НАЙДЕНО В DRIVE / НЕ ВЫГРУЖЕНО В PDF,ИС керамогранита фасад в_о 17-1_Т лист 2.pdf,Анохин / Фасад в осях 17-1_Т,https://drive.google.com/file/d/10j2xSjnCuHbx5cVq8OvCF_RSqVjU0CIy/view?usp=drivesdk,,НАЙДЕНО И ПОДШИТО,False,,50,50,031__ИС керамогранита фасад в_о 17-1_Т лист 2.pdf,"[{""path"": ""/home/runner/work/Graf/Graf/.work_sh550/downloads/10j2xSjnCuHbx5cVq8OvCF_RSqVjU0CIy_ИС керамогранита фасад в_о 17-1_Т лист 2.pdf"", ""label"": ""ИС керамогранита фасад в_о 17-1_Т лист 2.pdf"", ""pages"": [], ""drive_id"": ""10j2xSjnCuHbx5cVq8OvCF_RSqVjU0CIy"", ""sha256"": ""ce6d4667f1b80eea7cea8616dbbb52752c4d60c0bcff4b30c4fa0716d40791e8"", ""page_count"": 1}]",
керамогранит,32,37,Исполнительная схема монтажа керамогранита НВФ в/о 17-1/Т (лист 29),,"ООО ""ОСВ-Строй""",НАЙДЕНО В DRIVE / НЕ ВЫГРУЖЕНО В PDF,ИС керамогранита фасад в_о 17-1_Т лист 3.pdf,Анохин / Фасад в осях 17-1_Т,https://drive.google.com/file/d/1iMhaDvmwgrZ30xzdb-03xy2JSARzp4aQ/view?usp=drivesdk,,НАЙДЕНО И ПОДШИТО,False,,51,51,032__ИС керамогранита фасад в_о 17-1_Т лист 3.pdf,"[{""path"": ""/home/runner/work/Graf/Graf/.work_sh550/downloads/1iMhaDvmwgrZ30xzdb-03xy2JSARzp4aQ_ИС керамогранита фасад в_о 17-1_Т лист 3.pdf"", ""label"": ""ИС керамогранита фасад в_о 17-1_Т лист 3.pdf"", ""pages"": [], ""drive_id"": ""1iMhaDvmwgrZ30xzdb-03xy2JSARzp4aQ"", ""sha256"": ""dcac613e77cf9fe257dec00174875f54b595fd864b38332b1dd2680e3f093e37"", ""page_count"": 1}]",
керамогранит,33,38,Исполнительная схема монтажа керамогранита НВФ в/о 17-1/Т (лист 30),,"ООО ""ОСВ-Строй""",НАЙДЕНО В DRIVE / НЕ ВЫГРУЖЕНО В PDF,ИС керамогранита фасад в_о 17-1_Т лист 4.pdf,Анохин / Фасад в осях 17-1_Т,https://drive.google.com/file/d/1Wa5-RUTO43dzZwA3rxp5UZlc7oLp1Hmn/view?usp=drivesdk,,НАЙДЕНО И ПОДШИТО,False,,52,52,033__ИС керамогранита фасад в_о 17-1_Т лист 4.pdf,"[{""path"": ""/home/runner/work/Graf/Graf/.work_sh550/downloads/1Wa5-RUTO43dzZwA3rxp5UZlc7oLp1Hmn_ИС керамогранита фасад в_о 17-1_Т лист 4.pdf"", ""label"": ""ИС керамогранита фасад в_о 17-1_Т лист 4.pdf"", ""pages"": [], ""drive_id"": ""1Wa5-RUTO43dzZwA3rxp5UZlc7oLp1Hmn"", ""sha256"": ""9bfdc49cf17a6e00d8d9881c272b27b32c9ba908ca5ede2c47be9367417e20dc"", ""page_count"": 1}]",
керамогранит,34,39,Исполнительная схема монтажа керамогранита НВФ в/о 17-1/Т (лист 31),,"ООО ""ОСВ-Строй""",НАЙДЕНО В DRIVE / НЕ ВЫГРУЖЕНО В PDF,ИС керамогранита фасад в_о 17-1_Т лист 5.pdf,Анохин / Фасад в осях 17-1_Т,https://drive.google.com/file/d/111P69CBpULHXzqNR-oOcoTwEtvTfVfHz/view?usp=drivesdk,,НАЙДЕНО И ПОДШИТО,False,,53,53,034__ИС керамогранита фасад в_о 17-1_Т лист 5.pdf,"[{""path"": ""/home/runner/work/Graf/Graf/.work_sh550/downloads/111P69CBpULHXzqNR-oOcoTwEtvTfVfHz_ИС керамогранита фасад в_о 17-1_Т лист 5.pdf"", ""label"": ""ИС керамогранита фасад в_о 17-1_Т лист 5.pdf"", ""pages"": [], ""drive_id"": ""111P69CBpULHXzqNR-oOcoTwEtvTfVfHz"", ""sha256"": ""7ee5134e5c25d02cbc52533d1b8a95696b386d5d449013b2aac866e672e5bc35"", ""page_count"": 1}]",
керамогранит,35,40,Исполнительная схема монтажа керамогранита НВФ в/о 17-1/Т (лист 32),,"ООО ""ОСВ-Строй""",НАЙДЕНО В DRIVE / НЕ ВЫГРУЖЕНО В PDF,ИС керамогранита фасад в_о 17-1_Т лист 6.pdf,Анохин / Фасад в осях 17-1_Т,https://drive.google.com/file/d/15ps1Ak5M6g73ASQvPkW2_syfs63dA_A1/view?usp=drivesdk,,НАЙДЕНО И ПОДШИТО,False,,54,54,035__ИС керамогранита фасад в_о 17-1_Т лист 6.pdf,"[{""path"": ""/home/runner/work/Graf/Graf/.work_sh550/downloads/15ps1Ak5M6g73ASQvPkW2_syfs63dA_A1_ИС керамогранита фасад в_о 17-1_Т лист 6.pdf"", ""label"": ""ИС керамогранита фасад в_о 17-1_Т лист 6.pdf"", ""pages"": [], ""drive_id"": ""15ps1Ak5M6g73ASQvPkW2_syfs63dA_A1"", ""sha256"": ""cf96edb0144027776150180b1c14ae28819f0fda4448335412c3ea69108f3f25"", ""page_count"": 1}]",
керамогранит,36,41,Исполнительная схема монтажа керамогранита НВФ в/о 17-1/Т (лист 33). Узлы,,"ООО ""ОСВ-Строй""",НАЙДЕНО В DRIVE / ПРОВЕРИТЬ,ИС керамогранита фасад в_о 17-1_Т лист 7.pdf,Анохин / Фасад в осях 17-1_Т,https://drive.google.com/file/d/19VALzVhQujQo4_Wu26QRJyrA0RIIp8jG/view?usp=drivesdk,"В реестре строка отмечена как 'Узлы'; в архиве найден лист 33 керамогранита, отдельного файла узлов по этой строке не выявлено.","НАЙДЕНО, НАЛИЧИЕ УЗЛОВ ПОДТВЕРЖДЕНО",False,OCR выявил обозначение узлов на листе,55,55,036__ИС керамогранита фасад в_о 17-1_Т лист 7.pdf,"[{""path"": ""/home/runner/work/Graf/Graf/.work_sh550/downloads/19VALzVhQujQo4_Wu26QRJyrA0RIIp8jG_ИС керамогранита фасад в_о 17-1_Т лист 7.pdf"", ""label"": ""ИС керамогранита фасад в_о 17-1_Т лист 7.pdf"", ""pages"": [], ""drive_id"": ""19VALzVhQujQo4_Wu26QRJyrA0RIIp8jG"", ""sha256"": ""804378484b5d7e4c352ae1f3e292bbdbb4255d2b646b714e9bcf6c990780520f"", ""page_count"": 1}]",
керамогранит,37,42,Исполнительная схема цветового решения НВФ в/о 17-1/Т (лист 34),,"ООО ""ОСВ-Строй""",НАЙДЕНО В DRIVE / НЕ ВЫГРУЖЕНО В PDF,ИС цветового решения фасада.pdf,Анохин / Фасад в осях 17-1_Т,https://drive.google.com/file/d/1rHDh3Vn7PB9xyvzclPZI1nZREiU4IJwN/view?usp=drivesdk,,НАЙДЕНО И ПОДШИТО,False,,56,56,037__ИС цветового решения фасада.pdf,"[{""path"": ""/home/runner/work/Graf/Graf/.work_sh550/downloads/1rHDh3Vn7PB9xyvzclPZI1nZREiU4IJwN_ИС цветового решения фасада.pdf"", ""label"": ""ИС цветового решения фасада.pdf"", ""pages"": [], ""drive_id"": ""1rHDh3Vn7PB9xyvzclPZI1nZREiU4IJwN"", ""sha256"": ""fa3a5c56531459830fdfc2c2f38beba88c47a872c68b5e9c71763123b8d5cbc6"", ""page_count"": 1}]",
керамогранит,38,43,Исполнительная схема монтажа керамогранита НВФ в/о 2/Ж-Г,,"ООО ""ОСВ-Строй""",НАЙДЕНО В DRIVE / НЕ ВЫГРУЖЕНО В PDF,ИС керамогранита на фасаде в_о 2_Ж-Г.pdf,Анохин / Фасад в осях 2_Ж-Г,https://drive.google.com/file/d/1MClJAxgHJ43Fdz7eN_JcdK_b7wfdICcG/view?usp=drivesdk,,НАЙДЕНО И ПОДШИТО,False,,57,57,038__ИС керамогранита на фасаде в_о 2_Ж-Г.pdf,"[{""path"": ""/home/runner/work/Graf/Graf/.work_sh550/downloads/1MClJAxgHJ43Fdz7eN_JcdK_b7wfdICcG_ИС керамогранита на фасаде в_о 2_Ж-Г.pdf"", ""label"": ""ИС керамогранита на фасаде в_о 2_Ж-Г.pdf"", ""pages"": [], ""drive_id"": ""1MClJAxgHJ43Fdz7eN_JcdK_b7wfdICcG"", ""sha256"": ""546c16818c87938dc6854ee0f1fc6bfe3b1c705e6c23eb1461e4af5e297f7663"", ""page_count"": 1}]",
керамогранит,39,44,Исполнительная схема монтажа керамогранита НВФ в/о 2/Ж-Г. Узлы,,"ООО ""ОСВ-Строй""",НАЙДЕНО В DRIVE / НЕ ВЫГРУЖЕНО В PDF,ИС керамогранита на фасаде в_о 2_Ж-Г. Узлы.pdf,Анохин / Фасад в осях 2_Ж-Г,https://drive.google.com/file/d/12fuefFBsPgJIf195t9_OhS7eycQsvfHM/view?usp=drivesdk,,НАЙДЕНО И ПОДШИТО,False,,58,58,039__ИС керамогранита на фасаде в_о 2_Ж-Г. Узлы.pdf,"[{""path"": ""/home/runner/work/Graf/Graf/.work_sh550/downloads/12fuefFBsPgJIf195t9_OhS7eycQsvfHM_ИС керамогранита на фасаде в_о 2_Ж-Г. Узлы.pdf"", ""label"": ""ИС керамогранита на фасаде в_о 2_Ж-Г. Узлы.pdf"", ""pages"": [], ""drive_id"": ""12fuefFBsPgJIf195t9_OhS7eycQsvfHM"", ""sha256"": ""d8afb96ad78aaf136a348636afc39404ae0f6443745a023dc6df26da281a4e5a"", ""page_count"": 1}]",
керамогранит,40,45,Исполнительная схема цветового решения НВФ НВФ в/о 2/Ж-Г,,"ООО ""ОСВ-Строй""",НАЙДЕНО В DRIVE / НЕ ВЫГРУЖЕНО В PDF,ИС фасада в_о 2_Ж-Г. Цветовые решения.pdf,Анохин / Фасад в осях 2_Ж-Г,https://drive.google.com/file/d/1ioFC5K6EZfsj-xQOx5K_7EeylETW8FkC/view?usp=drivesdk,,НАЙДЕНО И ПОДШИТО,False,,59,59,040__ИС фасада в_о 2_Ж-Г. Цветовые решения.pdf,"[{""path"": ""/home/runner/work/Graf/Graf/.work_sh550/downloads/1ioFC5K6EZfsj-xQOx5K_7EeylETW8FkC_ИС фасада в_о 2_Ж-Г. Цветовые решения.pdf"", ""label"": ""ИС фасада в_о 2_Ж-Г. Цветовые решения.pdf"", ""pages"": [], ""drive_id"": ""1ioFC5K6EZfsj-xQOx5K_7EeylETW8FkC"", ""sha256"": ""40a5edfb90f2fedeb3e2cc4a3b0611232d39400668e795d46684dec370879b72"", ""page_count"": 1}]",
керамогранит,41,46,Исполнительная схема монтажа керамогранита НВФ в/о 2-7/В-Г,,"ООО ""ОСВ-Строй""",НАЙДЕНО В DRIVE / НЕ ВЫГРУЖЕНО В PDF,ИС керамогранита на фасаде в_о 2-7_В-Г.pdf,Анохин / Фасад в осях 2-7_В-Г,https://drive.google.com/file/d/1Qdj86wpO-3LwrMfe09VKJV4M7_HVt7TY/view?usp=drivesdk,,НАЙДЕНО И ПОДШИТО,False,,60,60,041__ИС керамогранита на фасаде в_о 2-7_В-Г.pdf,"[{""path"": ""/home/runner/work/Graf/Graf/.work_sh550/downloads/1Qdj86wpO-3LwrMfe09VKJV4M7_HVt7TY_ИС керамогранита на фасаде в_о 2-7_В-Г.pdf"", ""label"": ""ИС керамогранита на фасаде в_о 2-7_В-Г.pdf"", ""pages"": [], ""drive_id"": ""1Qdj86wpO-3LwrMfe09VKJV4M7_HVt7TY"", ""sha256"": ""46f2003e5830cd9ddb614bbcc6652fbe9d0258f8262e18546f524789d735be7e"", ""page_count"": 1}]",
керамогранит,42,47,Исполнительная схема монтажа керамогранита НВФ в/о 2-7/В-Г. Узлы,,"ООО ""ОСВ-Строй""",НАЙДЕНО В DRIVE / НЕ ВЫГРУЖЕНО В PDF,ИС керамогранита на фасаде в_о 2-7_В-Г. Узлы.pdf,Анохин / Фасад в осях 2-7_В-Г,https://drive.google.com/file/d/10Vl9ySeS0PlyPWxR4sEBITncOp-767Jp/view?usp=drivesdk,,НАЙДЕНО И ПОДШИТО,False,,61,61,042__ИС керамогранита на фасаде в_о 2-7_В-Г. Узлы.pdf,"[{""path"": ""/home/runner/work/Graf/Graf/.work_sh550/downloads/10Vl9ySeS0PlyPWxR4sEBITncOp-767Jp_ИС керамогранита на фасаде в_о 2-7_В-Г. Узлы.pdf"", ""label"": ""ИС керамогранита на фасаде в_о 2-7_В-Г. Узлы.pdf"", ""pages"": [], ""drive_id"": ""10Vl9ySeS0PlyPWxR4sEBITncOp-767Jp"", ""sha256"": ""5d23fecf81c39494db7ba8f453499e95d0b4d83ff64f54130054147fc7a0fe2d"", ""page_count"": 1}]",
керамогранит,43,48,Исполнительная схема цветового решения НВФ в/о 2-7/В-Г,,"ООО ""ОСВ-Строй""",НАЙДЕНО В DRIVE / НЕ ВЫГРУЖЕНО В PDF,ИС цветовое решение фасадов в_о 2-7_В-Г.pdf,Анохин / Фасад в осях 2-7_В-Г,https://drive.google.com/file/d/1RghLi0VXxi-LFaAXDZvKfn0HfJ-bOrN7/view?usp=drivesdk,,НАЙДЕНО И ПОДШИТО,False,,62,62,043__ИС цветовое решение фасадов в_о 2-7_В-Г.pdf,"[{""path"": ""/home/runner/work/Graf/Graf/.work_sh550/downloads/1RghLi0VXxi-LFaAXDZvKfn0HfJ-bOrN7_ИС цветовое решение фасадов в_о 2-7_В-Г.pdf"", ""label"": ""ИС цветовое решение фасадов в_о 2-7_В-Г.pdf"", ""pages"": [], ""drive_id"": ""1RghLi0VXxi-LFaAXDZvKfn0HfJ-bOrN7"", ""sha256"": ""b8e31f6e24b555147fa52f7b98e1505f3dc3e7bb041a429d6ca6476f11c7e78c"", ""page_count"": 1}]",
керамогранит,44,49,Исполнительная схема монтажа керамогранита НВФ в/о 2/Т-И и 3-6/И,,"ООО ""ОСВ-Строй""",НАЙДЕНО В DRIVE / ПРОВЕРИТЬ,ИС керамогранита на фасаде в_о 3_Т-И.pdf,Анохин / Фасад в осях 3_Т-И,https://drive.google.com/file/d/160fKptfsRy7DDyrnyr3SiRGjqyq8C4xt/view?usp=drivesdk,Частичное совпадение: в реестре оси 2/Т-И и 3-6/И; в архиве найден комплект по фасаду 3_Т-И.,ЧАСТИЧНОЕ СООТВЕТСТВИЕ — ЗАГЛУШКА + КАНДИДАТ,True,Частичное совпадение: в реестре оси 2/Т-И и 3-6/И; в архиве найден комплект по фасаду 3_Т-И.,63,64,044_00_PLACEHOLDER.pdf | 044__ИС керамогранита на фасаде в_о 3_Т-И.pdf,"[{""path"": ""/home/runner/work/Graf/Graf/.work_sh550/downloads/160fKptfsRy7DDyrnyr3SiRGjqyq8C4xt_ИС керамогранита на фасаде в_о 3_Т-И.pdf"", ""label"": ""ИС керамогранита на фасаде в_о 3_Т-И.pdf"", ""pages"": [], ""drive_id"": ""160fKptfsRy7DDyrnyr3SiRGjqyq8C4xt"", ""sha256"": ""b13f0a2f1cebca0a4bfd73ff560a8f4404ff94ac81405d09baedb6b934dac8da"", ""page_count"": 1}]",
керамогранит,45,50,Исполнительная схема цветового решения НВФ в/о 2/Т-И и 3-6/И,,"ООО ""ОСВ-Строй""",НАЙДЕНО В DRIVE / ПРОВЕРИТЬ,ИС цветового решения фасада в_о 3_Т-И.pdf,Анохин / Фасад в осях 3_Т-И,https://drive.google.com/file/d/1PK7Ue1US0swDq8ORAw6Cm-f7sS42Ccai/view?usp=drivesdk,Частичное совпадение: в реестре оси 2/Т-И и 3-6/И; в архиве найден комплект по фасаду 3_Т-И.,ЧАСТИЧНОЕ СООТВЕТСТВИЕ — ЗАГЛУШКА + КАНДИДАТ,True,Частичное совпадение: в реестре оси 2/Т-И и 3-6/И; в архиве найден комплект по фасаду 3_Т-И.,65,66,045_00_PLACEHOLDER.pdf | 045__ИС цветового решения фасада в_о 3_Т-И.pdf,"[{""path"": ""/home/runner/work/Graf/Graf/.work_sh550/downloads/1PK7Ue1US0swDq8ORAw6Cm-f7sS42Ccai_ИС цветового решения фасада в_о 3_Т-И.pdf"", ""label"": ""ИС цветового решения фасада в_о 3_Т-И.pdf"", ""pages"": [], ""drive_id"": ""1PK7Ue1US0swDq8ORAw6Cm-f7sS42Ccai"", ""sha256"": ""4143938ba180079223c81c9158d92379a8a217ef8ca00cae21d767e95fd54bde"", ""page_count"": 1}]",
керамогранит,46,51,Исполнительная схема монтажа керамогранита НВФ в/о 5-6/И-Е и 5-7/И,,"ООО ""ОСВ-Строй""",НАЙДЕНО В DRIVE / ПРОВЕРИТЬ,ИС керамогранита на фасаде в_о 5-7_Е-И.pdf,Анохин / Фасад в осях 5-7_Е-И,https://drive.google.com/file/d/1dlCm2EmHUr50PNjxiGHUBZ47IfGxyYLK/view?usp=drivesdk,Частичное совпадение: в реестре оси 5-6/И-Е и 5-7/И; в архиве найден комплект по фасаду 5-7_Е-И.,ЧАСТИЧНОЕ СООТВЕТСТВИЕ — ЗАГЛУШКА + КАНДИДАТ,True,Частичное совпадение: в реестре оси 5-6/И-Е и 5-7/И; в архиве найден комплект по фасаду 5-7_Е-И.,67,68,046_00_PLACEHOLDER.pdf | 046__ИС керамогранита на фасаде в_о 5-7_Е-И.pdf,"[{""path"": ""/home/runner/work/Graf/Graf/.work_sh550/downloads/1dlCm2EmHUr50PNjxiGHUBZ47IfGxyYLK_ИС керамогранита на фасаде в_о 5-7_Е-И.pdf"", ""label"": ""ИС керамогранита на фасаде в_о 5-7_Е-И.pdf"", ""pages"": [], ""drive_id"": ""1dlCm2EmHUr50PNjxiGHUBZ47IfGxyYLK"", ""sha256"": ""f9a6d94a2f09b0c2e7d139a149dc03a1445da2e011e0082eb5b126e07f5057ae"", ""page_count"": 1}]",
